id,title,content,category,subcategory,created_at,updated_at,author_id,image_url,date,is_slide
5a387977-76f5-48e8-a439-03b75aca7ec8,최근 수출입 동향 관련 소식,"최근 수출은 반도체와 자동차를 중심으로 증가세를 이어가고 있으나, 수입은 에너지 가격 상승으로 인해 증가폭이 확대되고 있습니다.",경제 동향,수출입,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
2e7bc60c-9d7e-4c9b-bad2-2bfed20f6e99,최근 정부지출 동향 관련 소식,최근 정부는 경기 부양을 위해 인프라 투자와 재정 지출을 확대할 계획입니다. 특히 친환경 에너지 분야에 대한 투자가 늘어날 것으로 예상됩니다.,경제 동향,정부지출,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
fb4f517c-2936-4de2-95df-85dff9fc32ed,최근 시설투자 동향 관련 소식,최근 정부는 노후 시설 개선과 신규 인프라 구축을 위해 시설 투자를 확대하고 있습니다. 특히 교통망 확충과 스마트시티 건설에 집중 투자할 계획입니다.,경제 동향,시설투자,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
8ff5fc51-1050-45c8-a7cb-b481d0abcc5f,최근 재고투자 동향 관련 소식,최근 재고 투자는 기업들이 미래 수요에 대한 불확실성으로 인해 소극적인 모습을 보이고 있습니다. 정부는 재고 관리 시스템 개선을 통해 기업들의 투자 심리를 개선할 계획입니다.,경제 동향,재고투자,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
0b8bd24e-ce87-4384-94ef-fc8e5391df4f,최근 금융 동향 관련 소식,"최근 금융 동향에 따르면, 금리가 인상될 가능성이 높아지고 있습니다. 환율 변동성도 커지고 있어, 투자에 유의해야 합니다.",금융 동향,,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
8cc4d038-5387-4d33-8310-29117708309e,최근 PE 동향 관련 소식,"최근 PEF(사모펀드)들은 기업 구조 개선과 신성장 동력 확보를 위해 적극적인 투자 활동을 펼치고 있으며, ESG 경영을 도입하여 투자 가치를 높이려는 노력을 기울이고 있습니다.",금융 동향,PE,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
f9cd99d0-f212-4aff-a5e5-48e4d5cf7d04,최근 VC 동향 관련 소식,"최근 VC(벤처캐피탈)들은 초기 단계 스타트업에 대한 투자를 확대하고 있으며, 인공지능, 바이오, 헬스케어 분야에 대한 투자를 늘리고 있습니다.",금융 동향,VC,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
57a022b2-a8d2-4e59-89bf-5834b315f263,최근 금리 동향 관련 소식,"최근 금리 인상으로 인해 가계 부채 부담이 커지고 있으며, 부동산 시장에도 영향을 미칠 것으로 예상됩니다. 한국은행은 물가 안정을 위해 금리 인상 기조를 유지할 방침입니다.",금융 동향,금리,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
90ec8456-72c0-452c-9910-3430a4dbacf5,최근 금융투자회사 동향 관련 소식,"최근 금융투자회사들은 해외 투자 확대를 통해 수익성 개선에 나서고 있으며, 디지털 자산 시장 진출을 모색하고 있습니다.",금융 동향,금융투자회사,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
09237023-502f-414a-a271-6b096006f9a5,최근 보험회사 동향 관련 소식,"최근 보험회사들은 고령화 사회에 발맞춰 건강 관리 서비스와 연계된 보험 상품을 개발하고 있으며, 디지털 기술을 활용한 보험금 청구 시스템을 구축하고 있습니다.",금융 동향,보험회사,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
ce170fcf-2a56-453b-a94f-a653168b4bcf,최근 은행 동향 관련 소식,"최근 은행들은 디지털 전환을 가속화하고 있으며, 핀테크 기업과의 협력을 강화하고 있습니다. 또한, ESG 경영을 도입하여 사회적 책임을 다하려는 노력을 기울이고 있습니다.",금융 동향,은행,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
6d80295e-4d5a-4846-a8d6-7c27a64af4f6,최근 환율 동향 관련 소식,최근 환율은 미국 금리 인상과 글로벌 경기 침체 우려로 인해 변동성이 커지고 있습니다. 환율 변동은 수출 기업의 채산성에 영향을 미칠 수 있습니다.,금융 동향,환율,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
c4af4985-c809-429a-b315-99325528cb9b,최근 기업 동향 관련 소식,"최근 기업 동향에 따르면, 주요 기업들이 디지털 전환에 박차를 가하고 있으며, ESG 경영을 강화하는 추세입니다.",기업 동향,,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
df911c9f-5cd9-4020-8937-352fd6cb6d4b,최근 건강기능식품 기업 동향 관련 소식,"최근 건강기능식품 기업들은 소비자 맞춤형 제품 개발과 프리미엄 원료 사용을 통해 경쟁력을 강화하고 있으며, 온라인 판매 채널 다각화와 해외 시장 진출을 적극적으로 추진하고 있습니다.",기업 동향,건강기능식품,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
a0045a07-60ec-4fdf-bfdf-cd990481f517,최근 디지털헬스케어 기업 동향 관련 소식,"최근 디지털헬스케어 기업들은 비대면 진료 플랫폼, AI 기반 질병 예측 서비스, 웨어러블 기기를 활용한 건강 관리 솔루션 등 혁신적인 서비스를 출시하고 있습니다.",기업 동향,디지털헬스케어,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
4d13f7a5-8956-42a9-957b-311440f7bc08,최근 의료 기업 동향 관련 소식,"최근 의료 기업들은 해외 시장 진출을 확대하고 있으며, M&A를 통해 사업 포트폴리오를 다각화하고 있습니다. 또한, 디지털 헬스케어 기술을 적극적으로 도입하고 있습니다.",기업 동향,의료,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
193bd6fb-3e74-4d88-9c18-f8447b8d9c82,최근 의료기기 기업 동향 관련 소식,"최근 의료기기 기업들은 AI 기반 진단 기기, 로봇 수술 시스템 등 혁신적인 제품 개발에 집중하고 있으며, 해외 시장 진출을 위한 투자를 확대하고 있습니다.",기업 동향,의료기기,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
7ed4d3b1-2024-4fa2-a2b5-28cf77e63828,최근 제약 기업 동향 관련 소식,"최근 제약 기업들은 신약 개발을 위한 R&D 투자를 확대하고 있으며, 바이오 벤처와의 협력을 강화하고 있습니다. 또한, 글로벌 시장 진출을 위한 전략적 제휴를 추진하고 있습니다.",기업 동향,제약,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
88c47a17-bb82-42da-9d54-5919190bfe11,최근 화장품 기업 동향 관련 소식,"최근 화장품 기업들은 친환경, 비건, 맞춤형 화장품 등 새로운 트렌드에 발맞춰 제품 개발에 힘쓰고 있으며, 온라인 채널을 강화하고 해외 시장 공략을 가속화하고 있습니다.",기업 동향,화장품,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
18ec0571-9748-4baa-a079-667d3f0b0eb2,리포트 관련 새로운 소식,"최신 리포트에 따르면, 2024년에는 디지털 헬스케어 시장이 크게 성장할 것으로 예상됩니다. 특히 인공지능 기반 진단 플랫폼과 원격 환자 모니터링 기술이 주목받고 있습니다.",리포트,,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
2c23c2b6-58d9-4904-b6c8-de4b38c96e28,최근 마케팅 동향 관련 소식,"최근 마케팅 동향에 따르면, 인플루언서 마케팅과 퍼포먼스 마케팅이 중요해지고 있으며, ATL 광고보다는 BTL 광고에 대한 관심이 높아지고 있습니다.",마케팅 동향,,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
76ca35cb-62ab-4145-aeef-b6ca5861db9d,최근 미디어 리뷰 관련 소식,최근 의료 관련 다큐멘터리가 공개되어 큰 반향을 일으키고 있습니다. 이 다큐멘터리는 의료 시스템의 문제점을 심층적으로 다루고 있습니다.,미디어 리뷰,,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
c2bfa50d-bf5b-43c9-8f30-d85684a9efd4,최근 산업 동향 관련 소식,"최근 산업 동향에 따르면, 의료 및 제약 분야에서 혁신적인 기술 개발이 활발하게 이루어지고 있습니다. 특히 디지털 헬스케어 분야의 성장이 두드러집니다.",산업 동향,,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
5448dff0-0de1-47a1-8f0f-a770c07737a0,최근 건강기능식품 산업 동향 관련 소식,"최근 건강기능식품 산업은 면역력 강화, 장 건강 개선, 체중 관리 등 다양한 기능성을 강조한 제품들이 출시되고 있으며, 온라인 판매 채널이 확대되고 있습니다.",산업 동향,건강기능식품,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
8cceb23b-42d2-4857-96d5-923fbe033377,최근 디지털헬스케어 산업 동향 관련 소식,"최근 디지털헬스케어 산업은 비대면 진료, 원격 모니터링, 디지털 치료제 등 다양한 분야에서 혁신적인 서비스가 등장하고 있으며, 개인 건강 관리 플랫폼 시장이 확대되고 있습니다.",산업 동향,디지털헬스케어,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
1d97902d-7c03-40c0-9967-d7b3e7a1a671,최근 의료 산업 동향 관련 소식,"최근 의료 산업은 인공지능, 빅데이터, 유전체 분석 등 첨단 기술을 활용한 맞춤형 의료 서비스가 확대되고 있으며, 디지털 치료제 시장이 빠르게 성장하고 있습니다.",산업 동향,의료,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
82047ef7-7e44-4a2f-b9ea-2b3229f26bb6,최근 의료기기 산업 동향 관련 소식,"최근 의료기기 산업은 인공지능, 로봇 기술, 3D 프린팅 등 첨단 기술을 융합한 혁신적인 의료기기 개발이 활발하게 이루어지고 있으며, 개인 맞춤형 의료기기 시장이 확대되고 있습니다.",산업 동향,의료기기,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
3486f034-10ea-42f4-aa04-f0c71ec14178,최근 제약 산업 동향 관련 소식,"최근 제약 산업은 신약 개발 경쟁이 치열해지고 있으며, 바이오시밀러 시장이 확대되고 있습니다. 또한, AI를 활용한 신약 개발 플랫폼이 주목받고 있습니다.",산업 동향,제약,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
c725575a-702d-4714-ae4c-bc1d3c2af900,최근 화장품 산업 동향 관련 소식,"최근 화장품 산업은 친환경, 비건, 맞춤형 화장품 등 새로운 트렌드가 부상하고 있으며, 온라인 채널을 중심으로 시장 경쟁이 심화되고 있습니다.",산업 동향,화장품,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
dac0aa6c-070e-49cd-b802-21cf3d02458f,최근 언론 동향 관련 소식,"최근 언론 동향에 따르면, 의료 및 제약 분야에 대한 긍정적인 보도가 증가하고 있으며, 디지털 헬스케어 기술의 혁신성에 대한 관심이 높아지고 있습니다.",언론 동향,,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
6a7918ae-4065-4674-b2a9-372192469d94,최근 의료 언론 동향 관련 소식,"최근 언론에서는 의료 인공지능 기술의 발전과 윤리적 문제, 비대면 진료 서비스의 확대, 건강 보험 제도의 개선 방향 등에 대한 보도가 활발하게 이루어지고 있습니다.",언론 동향,의료,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
4c868294-0996-44db-b24e-95a70d01d38e,최근 인물과 동향 관련 소식,최근 의료 분야에서 혁신적인 기술 개발을 주도한 인물에 대한 관심이 높아지고 있습니다. 특히 AI 기반 진단 기술 개발자의 활약이 두드러집니다.,인물과 동향,,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
3eed6d24-32c2-4f84-946e-d2e0a2b4feca,최근 정책 동향 관련 소식,"최근 정책 동향에 따르면, 정부는 디지털 헬스케어 산업 육성을 위한 정책 지원을 확대하고, 개인 정보 보호 규제를 강화할 예정입니다.",정책 동향,,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
27758b61-87b0-4244-b2a6-bd44d5bb9986,최근 건강기능식품 정책 동향 관련 소식,"최근 정부는 건강기능식품의 기능성 평가 기준을 강화하고, 소비자 안전을 위한 관리 감독을 강화할 계획입니다. 또한, 건강기능식품 산업의 경쟁력 강화를 위한 지원 정책을 마련하고 있습니다.",정책 동향,건강기능식품,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
1771e0fe-6e86-4f51-a510-e037db5ab19f,최근 디지털헬스케어 정책 동향 관련 소식,"최근 정부는 디지털 헬스케어 산업 육성을 위해 개인 정보 활용 규제를 완화하고, 비대면 진료 제도화를 추진하고 있습니다. 또한, 디지털 치료제에 대한 건강 보험 적용 방안을 검토하고 있습니다.",정책 동향,디지털헬스케어,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
d0b72a1a-19ea-497a-a768-a7080b504a26,최근 의료 정책 동향 관련 소식,"최근 정부는 필수의료 강화, 의료 불균형 해소, 의료 접근성 향상을 위한 정책을 추진하고 있으며, 공공 의료 투자 확대와 의료 인력 양성에 힘쓰고 있습니다.",정책 동향,의료,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
a89dc6e9-a22d-41d7-aeb6-08ad552e499f,최근 의료기기 정책 동향 관련 소식,"최근 정부는 혁신적인 의료기기 개발을 지원하고, 의료기기 산업의 경쟁력을 강화하기 위한 정책을 추진하고 있으며, 첨단 의료기기 사용 확대를 위한 제도 개선을 추진하고 있습니다.",정책 동향,의료기기,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
e64991b7-0325-4580-a337-3db0f4d821c7,최근 제약 정책 동향 관련 소식,"최근 정부는 신약 개발 지원, 약가 제도 개선, 의약품 유통 투명성 강화 등 제약 산업 발전을 위한 정책을 추진하고 있으며, 바이오 의약품 산업 육성에 힘쓰고 있습니다.",정책 동향,제약,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
583d5490-b6b0-4981-a602-8db34f2bd01a,최근 화장품 정책 동향 관련 소식,"최근 정부는 화장품 산업의 경쟁력 강화를 위해 기능성 화장품 규제를 완화하고, 천연 및 유기농 화장품 인증 제도를 활성화할 계획입니다.",정책 동향,화장품,2024-01-01T00:00:00+00:00,2024-01-01T00:00:00+00:00,,,2024-01-01,False
